-181.434, 69.463, 2.567,  6.581
-181.432, 69.408, 2.578,  6.602
-181.431, 69.354, 2.579,  6.623
-181.429, 69.299, 2.573,  6.753
-181.424, 69.043, 2.576,  6.774
-181.422, 68.989, 2.588,  6.797
-181.421, 68.928, 2.606,  6.819
-181.420, 68.870, 2.618,  6.842
-181.419, 68.810, 2.621,  6.961
-181.413, 68.549, 2.606,  6.983
-181.412, 68.491, 2.612,  7.009
-181.411, 68.421, 2.626,  7.040
-181.410, 68.340, 2.643,  7.060
-181.409, 68.288, 2.648,  7.177
-181.405, 68.024, 2.643,  7.199
-181.404, 67.965, 2.652,  7.226
-181.403, 67.893, 2.669,  7.247
-181.402, 67.836, 2.679,  7.268
-181.401, 67.779, 2.683,  7.385
-181.398, 67.509, 2.723,  7.407
-181.397, 67.448, 2.740,  7.428
-181.397, 67.390, 2.751,  7.449
-181.396, 67.331, 2.753,  7.471
-181.395, 67.272, 2.751,  7.617
-181.393, 66.996, 2.784,  7.639
-181.392, 66.935, 2.800,  7.661
-181.391, 66.872, 2.809,  7.682
-181.391, 66.813, 2.808,  7.703
-181.390, 66.755, 2.804,  7.825
-181.388, 66.473, 2.836,  7.846
-181.388, 66.414, 2.853,  7.874
-181.387, 66.334, 2.867,  7.894
-181.387, 66.276, 2.866,  7.915
-181.386, 66.217, 2.859,  8.036
-181.385, 65.932, 2.861,  8.057
-181.384, 65.872, 2.879,  8.079
-181.384, 65.809, 2.903,  8.099
-181.383, 65.750, 2.924,  8.119
-181.383, 65.690, 2.937,  8.243
-181.382, 65.396, 2.939,  8.263
-181.382, 65.336, 2.937,  8.291
-181.381, 65.253, 2.942,  8.312
-181.381, 65.192, 2.955,  8.332
-181.381, 65.132, 2.973,  8.458
-181.380, 64.831, 3.033,  8.479
-181.380, 64.766, 3.037,  8.507
-181.379, 64.682, 3.034,  8.527
-181.379, 64.620, 3.030,  8.547
-181.379, 64.559, 3.030,  8.669
-181.378, 64.253, 3.079,  8.690
-181.378, 64.187, 3.094,  8.712
-181.378, 64.119, 3.102,  8.732
-181.378, 64.057, 3.100,  8.752
-181.378, 63.993, 3.094,  8.878
-181.378, 63.684, 3.111,  8.899
-181.378, 63.620, 3.126,  8.924
-181.378, 63.540, 3.150,  8.944
-181.377, 63.476, 3.165,  8.965
-181.377, 63.411, 3.172,  9.088
-181.377, 63.096, 3.132,  9.110
-181.377, 63.028, 3.126,  9.139
-181.377, 62.939, 3.130,  9.160
-181.377, 62.871, 3.144,  9.180
-181.377, 62.807, 3.166,  9.293
-181.377, 62.484, 3.265,  9.314
-181.377, 62.415, 3.281,  9.340
-181.377, 62.330, 3.288,  9.360
-181.377, 62.262, 3.281,  9.381
-181.377, 62.195, 3.270,  9.489
-181.378, 61.869, 3.269,  9.511
-181.378, 61.799, 3.289,  9.540
-181.378, 61.702, 3.323,  9.561
-181.378, 61.633, 3.344,  9.582
-181.378, 61.562, 3.357,  9.691
-181.378, 61.227, 3.337,  9.713
-181.378, 61.153, 3.331,  9.740
-181.378, 61.064, 3.331,  9.760
-181.379, 60.995, 3.340,  9.780
-181.379, 60.930, 3.356,  9.885
-181.379, 60.589, 3.447,  9.905
-181.379, 60.519, 3.464,  9.931
-181.379, 60.427, 3.476,  9.950
-181.379, 60.361, 3.473,  9.969
-181.379, 60.294, 3.465, 10.080
-181.380, 59.949, 3.460, 10.102
-181.380, 59.875, 3.475, 10.126
-181.380, 59.790, 3.497, 10.146
-181.380, 59.721, 3.512, 10.167
-181.380, 59.649, 3.521, 10.273
-181.381, 59.298, 3.503, 10.293
-181.381, 59.227, 3.505, 10.323
-181.381, 59.123, 3.519, 10.343
-181.381, 59.052, 3.537, 10.363
-181.382, 58.979, 3.556, 10.470
-181.382, 58.619, 3.629, 10.491
-181.382, 58.542, 3.642, 10.511
-181.382, 58.470, 3.648, 10.530
-181.382, 58.400, 3.648, 10.549
-181.383, 58.329, 3.647, 10.567
-181.383, 58.262, 3.648, 10.673
-181.383, 57.894, 3.707, 10.695
-181.383, 57.812, 3.727, 10.722
-181.384, 57.713, 3.741, 10.744
-181.384, 57.632, 3.740, 10.765
-181.384, 57.555, 3.734, 10.874
-181.384, 57.182, 3.750, 10.896
-181.384, 57.098, 3.769, 10.936
-181.385, 56.945, 3.811, 10.958
-181.385, 56.861, 3.826, 11.062
-181.385, 56.479, 3.819, 11.083
-181.386, 56.398, 3.814, 11.107
-181.386, 56.304, 3.814, 11.127
-181.386, 56.226, 3.821, 11.147
-181.386, 56.149, 3.835, 11.253
-181.386, 55.760, 3.924, 11.274
-181.387, 55.676, 3.943, 11.303
-181.387, 55.561, 3.956, 11.323
-181.387, 55.481, 3.953, 11.343
-181.387, 55.402, 3.945, 11.452
-181.388, 55.009, 3.948, 11.473
-181.388, 54.925, 3.966, 11.495
-181.388, 54.839, 3.991, 11.516
-181.388, 54.754, 4.013, 11.537
-181.388, 54.670, 4.029, 11.658
-181.388, 54.267, 4.036, 11.678
-181.389, 54.187, 4.037, 11.704
-181.389, 54.081, 4.043, 11.723
-181.389, 54.002, 4.055, 11.743
-181.389, 53.922, 4.074, 11.856
-181.389, 53.509, 4.155, 11.877
-181.389, 53.422, 4.166, 11.904
-181.390, 53.311, 4.171, 11.924
-181.390, 53.229, 4.173, 11.945
-181.390, 53.143, 4.178, 12.056
-181.390, 52.723, 4.225, 12.077
-181.390, 52.633, 4.236, 12.104
-181.390, 52.517, 4.245, 12.124
-181.390, 52.431, 4.250, 12.144
-181.391, 52.344, 4.257, 12.254
-181.391, 51.915, 4.307, 12.275
-181.391, 51.823, 4.317, 12.302
-181.391, 51.704, 4.323, 12.323
-181.391, 51.615, 4.327, 12.344
-181.391, 51.526, 4.334, 12.455
-181.392, 51.089, 4.387, 12.476
-181.392, 50.998, 4.397, 12.504
-181.392, 50.876, 4.403, 12.524
-181.392, 50.788, 4.408, 12.544
-181.392, 50.698, 4.415, 12.653
-181.392, 50.253, 4.472, 12.674
-181.392, 50.157, 4.483, 12.702
-181.392, 50.030, 4.490, 12.722
-181.393, 49.939, 4.495, 12.743
-181.393, 49.845, 4.503, 12.856
-181.393, 49.392, 4.556, 12.878
-181.393, 49.291, 4.565, 12.904
-181.393, 49.171, 4.571, 12.925
-181.393, 49.075, 4.575, 12.947
-181.393, 48.976, 4.583, 13.058
-181.393, 48.514, 4.644, 13.078
-181.393, 48.420, 4.656, 13.104
-181.393, 48.300, 4.666, 13.124
-181.393, 48.204, 4.671, 13.145
-181.394, 48.107, 4.678, 13.259
-181.394, 47.636, 4.727, 13.280
-181.394, 47.536, 4.737, 13.304
-181.394, 47.423, 4.745, 13.324
-181.394, 47.326, 4.753, 13.345
-181.394, 47.227, 4.764, 13.455
-181.394, 46.748, 4.817, 13.476
-181.394, 46.645, 4.825, 13.502
-181.394, 46.518, 4.828, 13.523
-181.394, 46.418, 4.829, 13.543
-181.394, 46.320, 4.834, 13.654
-181.394, 45.834, 4.901, 13.676
-181.394, 45.728, 4.920, 13.702
-181.394, 45.600, 4.934, 13.722
-181.394, 45.500, 4.936, 13.742
-181.394, 45.401, 4.934, 13.854
-181.395, 44.907, 4.963, 13.875
-181.395, 44.800, 4.982, 13.902
-181.395, 44.664, 5.011, 13.922
-181.395, 44.563, 5.030, 13.942
-181.395, 44.465, 5.041, 14.058
-181.395, 43.961, 5.026, 14.079
-181.395, 43.854, 5.024, 14.102
-181.395, 43.736, 5.027, 14.123
-181.395, 43.629, 5.039, 14.144
-181.395, 43.525, 5.058, 14.261
-181.395, 43.012, 5.186, 14.281
-181.395, 42.906, 5.216, 14.304
-181.395, 42.788, 5.243, 14.324
-181.395, 42.680, 5.257, 14.346
-181.395, 42.567, 5.257, 14.464
-181.395, 42.044, 5.211, 14.486
-181.395, 41.930, 5.207, 14.507
-181.395, 41.819, 5.208, 14.528
-181.394, 41.710, 5.219, 14.549
-181.394, 41.600, 5.239, 14.666
-181.394, 41.068, 5.370, 14.687
-181.394, 40.955, 5.401, 14.717
-181.394, 40.793, 5.441, 14.737
-181.394, 40.682, 5.455, 14.758
-181.394, 40.570, 5.454, 14.878
-181.394, 40.029, 5.385, 14.901
-181.394, 39.905, 5.373, 14.924
-181.394, 39.781, 5.372, 14.945
-181.394, 39.668, 5.382, 14.965
-181.394, 39.559, 5.403, 15.080
-181.394, 39.008, 5.576, 15.102
-181.394, 38.887, 5.624, 15.122
-181.394, 38.772, 5.667, 15.142
-181.394, 38.657, 5.702, 15.163
-181.394, 38.539, 5.726, 15.281
-181.393, 37.968, 5.682, 15.302
-181.393, 37.851, 5.650, 15.323
-181.393, 37.733, 5.616, 15.343
-181.393, 37.620, 5.585, 15.363
-181.393, 37.508, 5.558, 15.480
-181.393, 36.955, 5.561, 15.501
-181.393, 36.836, 5.593, 15.522
-181.393, 36.720, 5.630, 15.542
-181.393, 36.605, 5.668, 15.562
-181.393, 36.490, 5.701, 15.684
-181.393, 35.912, 5.820, 15.705
-181.393, 35.790, 5.851, 15.733
-181.392, 35.624, 5.887, 15.752
-181.392, 35.511, 5.901, 15.773
-181.392, 35.388, 5.905, 15.890
-181.392, 34.800, 5.880, 15.911
-181.392, 34.679, 5.887, 15.936
-181.392, 34.534, 5.907, 15.956
-181.392, 34.417, 5.931, 15.980
-181.392, 34.272, 5.963, 16.103
-181.391, 33.668, 6.089, 16.124
-181.391, 33.543, 6.118, 16.151
-181.391, 33.374, 6.150, 16.171
-181.391, 33.252, 6.161, 16.191
-181.391, 33.126, 6.160, 16.329
-181.390, 32.515, 6.096, 16.350
-181.390, 32.387, 6.094, 16.372
-181.390, 32.255, 6.100, 16.392
-181.390, 32.132, 6.116, 16.412
-181.390, 32.009, 6.139, 16.533
-181.390, 31.384, 6.329, 16.554
-181.390, 31.247, 6.383, 16.583
-181.389, 31.062, 6.453, 16.605
-181.389, 30.917, 6.495, 16.627
-181.389, 30.777, 6.523, 16.748
-181.389, 30.126, 6.473, 16.770
-181.388, 29.985, 6.433, 16.791
-181.388, 29.852, 6.392, 16.812
-181.388, 29.716, 6.351, 16.834
-181.388, 29.580, 6.313, 16.951
-181.387, 28.955, 6.264, 16.974
-181.387, 28.812, 6.287, 17.001
-181.387, 28.640, 6.325, 17.022
-181.387, 28.506, 6.363, 17.043
-181.387, 28.372, 6.399, 17.159
-181.386, 27.721, 6.572, 17.181
-181.386, 27.575, 6.622, 17.204
-181.386, 27.425, 6.672, 17.226
-181.386, 27.279, 6.713, 17.246
-181.385, 27.144, 6.740, 17.375
-181.385, 26.468, 6.753, 17.397
-181.385, 26.322, 6.752, 17.422
-181.384, 26.154, 6.757, 17.453
-181.384, 25.943, 6.777, 17.473
-181.384, 25.809, 6.801, 17.600
-181.383, 25.119, 6.970, 17.621
-181.383, 24.972, 7.012, 17.641
-181.383, 24.828, 7.050, 17.662
-181.383, 24.680, 7.082, 17.682
-181.382, 24.538, 7.101, 17.800
-181.381, 23.830, 7.057, 17.822
-181.381, 23.674, 7.032, 17.850
-181.381, 23.478, 7.003, 17.871
-181.381, 23.328, 6.986, 17.891
-181.381, 23.187, 6.977, 18.007
-181.380, 22.486, 7.054, 18.027
-181.379, 22.343, 7.088, 18.052
-181.379, 22.162, 7.134, 18.073
-181.379, 22.012, 7.170, 18.093
-181.379, 21.865, 7.197, 18.215
-181.378, 21.142, 7.244, 18.236
-181.378, 20.992, 7.259, 18.258
-181.377, 20.829, 7.282, 18.278
-181.377, 20.683, 7.308, 18.299
-181.377, 20.527, 7.336, 18.408
-181.376, 19.786, 7.464, 18.429
-181.375, 19.625, 7.497, 18.453
-181.375, 19.446, 7.530, 18.474
-181.375, 19.287, 7.549, 18.495
-181.375, 19.132, 7.556, 18.605
-181.373, 18.378, 7.535, 18.628
-181.373, 18.206, 7.541, 18.652
-181.373, 18.022, 7.555, 18.673
-181.373, 17.862, 7.576, 18.694
-181.372, 17.703, 7.602, 18.806
-181.371, 16.933, 7.769, 18.828
-181.371, 16.762, 7.815, 18.853
-181.370, 16.568, 7.863, 18.873
-181.370, 16.407, 7.894, 18.893
-181.370, 16.247, 7.913, 19.003
-181.368, 15.458, 7.867, 19.025
-181.368, 15.288, 7.845, 19.051
-181.368, 15.083, 7.823, 19.072
-181.367, 14.920, 7.811, 19.092
-181.367, 14.762, 7.808, 19.206
-181.365, 13.978, 7.892, 19.228
-181.365, 13.807, 7.928, 19.253
-181.365, 13.611, 7.973, 19.274
-181.364, 13.446, 8.008, 19.294
-181.364, 13.287, 8.037, 19.408
-181.363, 12.478, 8.109, 19.429
-181.362, 12.304, 8.130, 19.454
-181.362, 12.104, 8.161, 19.475
-181.361, 11.932, 8.191, 19.495
-181.361, 11.765, 8.220, 19.610
-181.359, 10.936, 8.345, 19.631
-181.359, 10.758, 8.376, 19.655
-181.358, 10.560, 8.408, 19.676
-181.358, 10.387, 8.426, 19.696
-181.358, 10.217, 8.433, 19.807
-181.356, 9.375, 8.424, 19.828
-181.356, 9.195, 8.433, 19.853
-181.355, 8.983, 8.451, 19.873
-181.355, 8.812, 8.472, 19.893
-181.354, 8.642, 8.498, 20.027
-181.352, 7.782, 8.671, 20.048
-181.352, 7.601, 8.716, 20.071
-181.352, 7.401, 8.764, 20.090
-181.351, 7.232, 8.797, 20.110
-181.351, 7.060, 8.822, 20.223
-181.349, 6.177, 8.822, 20.243
-181.348, 6.000, 8.810, 20.270
-181.348, 5.761, 8.794, 20.290
-181.347, 5.586, 8.787, 20.310
-181.347, 5.413, 8.787, 20.423
-181.345, 4.531, 8.867, 20.443
-181.344, 4.350, 8.898, 20.470
-181.344, 4.112, 8.942, 20.489
-181.343, 3.940, 8.971, 20.508
-181.343, 3.769, 8.995, 20.617
-181.340, 2.865, 9.073, 20.637
-181.340, 2.684, 9.096, 20.658
-181.340, 2.496, 9.124, 20.678
-181.339, 2.316, 9.150, 20.698
-181.339, 2.134, 9.175, 20.811
-181.336, 1.210, 9.294, 20.833
-181.336, 1.004, 9.330, 20.856
-181.335, 0.788, 9.365, 20.876
-181.335, 0.599, 9.390, 20.896
-181.334, 0.414, 9.405, 21.004
-181.331, -0.528, 9.439, 21.025
-181.331, -0.729, 9.455, 21.053
-181.330, -0.993, 9.482, 21.072
-181.330, -1.176, 9.505, 21.092
-181.329, -1.364, 9.532, 21.205
-181.326, -2.327, 9.691, 21.226
-181.326, -2.528, 9.731, 21.254
-181.325, -2.800, 9.779, 21.273
-181.325, -2.985, 9.803, 21.292
-181.324, -3.171, 9.819, 21.403
-181.321, -4.153, 9.838, 21.423
-181.321, -4.354, 9.840, 21.451
-181.320, -4.630, 9.849, 21.472
-181.319, -4.833, 9.862, 21.492
-181.319, -5.026, 9.878, 21.601
-181.316, -6.021, 10.014, 21.622
-181.315, -6.228, 10.051, 21.642
-181.314, -6.430, 10.085, 21.662
-181.314, -6.633, 10.113, 21.682
-181.313, -6.832, 10.133, 21.794
-181.310, -7.848, 10.192, 21.815
-181.309, -8.059, 10.210, 21.840
-181.308, -8.314, 10.236, 21.860
-181.308, -8.521, 10.261, 21.880
-181.307, -8.727, 10.289, 22.009
-181.304, -9.765, 10.440, 22.030
-181.303, -9.979, 10.475, 22.056
-181.302, -10.250, 10.515, 22.075
-181.302, -10.454, 10.536, 22.094
-181.301, -10.656, 10.547, 22.207
-181.297, -11.710, 10.544, 22.228
-181.297, -11.933, 10.549, 22.265
-181.295, -12.324, 10.568, 22.292
-181.294, -12.607, 10.590, 22.422
-181.291, -13.674, 10.723, 22.441
-181.290, -13.882, 10.756, 22.471
-181.289, -14.201, 10.804, 22.491
-181.288, -14.417, 10.831, 22.510
-181.287, -14.627, 10.852, 22.622
-181.284, -15.717, 10.948, 22.642
-181.283, -15.941, 10.975, 22.670
-181.282, -16.254, 11.017, 22.689
-181.281, -16.467, 11.047, 22.708
-181.280, -16.677, 11.075, 22.812
-181.276, -17.792, 11.193, 22.833
-181.275, -18.023, 11.223, 22.858
-181.274, -18.299, 11.255, 22.878
-181.273, -18.528, 11.280, 22.898
-181.273, -18.759, 11.303, 23.012
-181.268, -19.897, 11.444, 23.033
-181.267, -20.136, 11.480, 23.057
-181.266, -20.408, 11.518, 23.078
-181.265, -20.654, 11.544, 23.098
-181.265, -20.883, 11.558, 23.205
-181.260, -22.039, 11.574, 23.226
-181.259, -22.281, 11.583, 23.254
-181.258, -22.611, 11.602, 23.274
-181.257, -22.848, 11.619, 23.294
-181.256, -23.079, 11.639, 23.401
-181.251, -24.251, 11.776, 23.433
-181.250, -24.624, 11.829, 23.454
-181.249, -24.871, 11.857, 23.477
-181.248, -25.148, 11.881, 23.497
-181.247, -25.383, 11.895, 23.604
-181.242, -26.577, 11.976, 23.626
-181.241, -26.842, 12.003, 23.653
-181.240, -27.166, 12.039, 23.672
-181.239, -27.399, 12.068, 23.692
-181.238, -27.641, 12.100, 23.802
-181.233, -28.862, 12.283, 23.822
-181.232, -29.110, 12.324, 23.851
-181.230, -29.472, 12.379, 23.871
-181.229, -29.717, 12.406, 23.890
-181.228, -29.957, 12.424, 24.004
-181.223, -31.200, 12.446, 24.025
-181.221, -31.463, 12.455, 24.053
-181.220, -31.810, 12.472, 24.075
-181.219, -32.082, 12.490, 24.096
-181.218, -32.339, 12.510, 24.211
-181.212, -33.597, 12.640, 24.232
-181.211, -33.861, 12.673, 24.256
-181.210, -34.170, 12.715, 24.277
-181.208, -34.437, 12.752, 24.298
-181.207, -34.707, 12.789, 24.415
-181.201, -35.997, 12.980, 24.436
-181.200, -36.270, 13.024, 24.457
-181.199, -36.544, 13.065, 24.478
-181.198, -36.814, 13.098, 24.499
-181.196, -37.088, 13.122, 24.613
-181.190, -38.405, 13.207, 24.635
-181.189, -38.689, 13.231, 24.656
-181.188, -38.970, 13.257, 24.676
-181.186, -39.238, 13.284, 24.697
-181.185, -39.514, 13.314, 24.805
-181.179, -40.855, 13.481, 24.825
-181.178, -41.131, 13.519, 24.853
-181.176, -41.514, 13.568, 24.873
-181.174, -41.792, 13.599, 24.894
-181.173, -42.072, 13.625, 25.008
-181.166, -43.441, 13.740, 25.030
-181.165, -43.743, 13.772, 25.055
-181.163, -44.086, 13.809, 25.075
-181.162, -44.364, 13.841, 25.096
-181.160, -44.654, 13.876, 25.210
-181.153, -46.052, 14.052, 25.231
-181.152, -46.346, 14.092, 25.255
-181.150, -46.680, 14.134, 25.276
-181.149, -46.983, 14.164, 25.297
-181.147, -47.282, 14.187, 25.414
-181.140, -48.705, 14.272, 25.436
-181.139, -49.019, 14.296, 25.457
-181.137, -49.313, 14.321, 25.478
-181.135, -49.611, 14.349, 25.499
-181.134, -49.907, 14.378, 25.613
-181.126, -51.354, 14.539, 25.635
-181.125, -51.681, 14.579, 25.656
-181.123, -51.994, 14.615, 25.677
-181.121, -52.308, 14.648, 25.698
-181.120, -52.617, 14.680, 25.812
-181.112, -54.095, 14.849, 25.834
-181.110, -54.417, 14.889, 25.856
-181.108, -54.740, 14.926, 25.877
-181.107, -55.056, 14.957, 25.897
-181.105, -55.361, 14.984, 26.011
-181.097, -56.868, 15.130, 26.033
-181.095, -57.201, 15.167, 26.056
-181.093, -57.545, 15.205, 26.077
-181.091, -57.861, 15.239, 26.098
-181.090, -58.180, 15.272, 26.215
-181.081, -59.717, 15.435, 26.236
-181.079, -60.039, 15.473, 26.257
-181.077, -60.371, 15.508, 26.278
-181.075, -60.705, 15.539, 26.299
-181.073, -61.036, 15.569, 26.411
-181.065, -62.602, 15.726, 26.433
-181.063, -62.943, 15.763, 26.456
-181.060, -63.304, 15.804, 26.478
-181.058, -63.653, 15.840, 26.499
-181.057, -63.981, 15.871, 26.617
-181.047, -65.577, 16.029, 26.639
-181.045, -65.926, 16.067, 26.661
-181.043, -66.275, 16.105, 26.682
-181.041, -66.613, 16.140, 26.704
-181.039, -66.964, 16.174, 26.821
-181.029, -68.591, 16.336, 26.844
-181.027, -68.968, 16.376, 26.871
-181.024, -69.407, 16.422, 26.892
-181.022, -69.758, 16.457, 26.913
-181.020, -70.107, 16.490, 27.030
-181.010, -71.765, 16.651, 27.052
-181.008, -72.134, 16.689, 27.074
-181.005, -72.504, 16.728, 27.095
-181.003, -72.863, 16.765, 27.116
-181.001, -73.221, 16.801, 27.231
-180.990, -74.911, 16.967, 27.253
-180.988, -75.281, 17.005, 27.275
-180.986, -75.650, 17.043, 27.296
-180.983, -76.016, 17.080, 27.317
-180.981, -76.378, 17.117, 27.439
-180.970, -78.100, 17.290, 27.460
-180.968, -78.469, 17.327, 27.487
-180.965, -78.930, 17.373, 27.508
-180.962, -79.288, 17.409, 27.529
-180.960, -79.648, 17.445, 27.643
-180.948, -81.403, 17.625, 27.665
-180.946, -81.785, 17.664, 27.688
-180.943, -82.198, 17.703, 27.709
-180.941, -82.564, 17.735, 27.729
-180.938, -82.926, 17.768, 27.845
-180.926, -84.713, 17.940, 27.867
-180.924, -85.106, 17.980, 27.889
-180.921, -85.500, 18.021, 27.910
-180.918, -85.875, 18.059, 27.931
-180.916, -86.256, 18.098, 28.043
-180.903, -88.077, 18.288, 28.064
-180.901, -88.470, 18.330, 28.099
-180.896, -89.120, 18.389, 28.129
-180.892, -89.673, 18.417, 28.280
-180.879, -91.506, 18.257, 28.304
-180.876, -91.936, 18.169, 28.324
-180.874, -92.289, 18.086, 28.343
-180.872, -92.630, 18.001, 28.363
